tconst	averageRating	numVotes
tt0043399	6.0	20
tt0043400	7.6	760
tt0043401	7.1	380
tt0043402	6.9	473
tt0043403	5.6	60
tt0043404	6.6	13
tt0043405	7.5	695
tt0043406	7.4	55
tt0043407	7.2	400
tt0043408	6.3	1238
tt0043409	6.5	1152
tt0043410	6.7	481
tt0043411	8.0	1522
tt0043412	6.8	467
tt0043415	5.8	67
tt0043416	4.8	10
tt0043417	6.5	564
tt0043418	6.6	744
tt0043419	6.9	418
tt0043420	6.4	244
tt0043421	6.5	272
tt0043423	7.3	35
tt0043424	6.8	572
tt0043425	6.2	1524
tt0043427	6.5	77
tt0043428	7.2	1496
tt0043429	6.0	202
tt0043430	5.9	47
tt0043432	6.1	305
tt0043433	6.3	163
tt0043434	5.9	237
tt0043435	7.3	2954
tt0043436	7.0	1065
tt0043437	6.9	23
tt0043438	5.8	16
tt0043440	8.3	38
tt0043441	6.2	87
tt0043443	5.8	59
tt0043444	6.9	110
tt0043445	5.5	28
tt0043446	6.9	15
tt0043447	6.2	17
tt0043448	5.5	178
tt0043449	3.0	10
tt0043450	7.1	584
tt0043452	4.8	80
tt0043453	6.2	318
tt0043454	6.2	306
tt0043455	6.1	2830
tt0043456	7.7	88453
tt0043457	5.8	174
tt0043458	7.2	1284
tt0043459	7.2	3178
tt0043460	6.9	80
tt0043461	6.9	7010
tt0043462	6.8	49
tt0043465	7.5	10016
tt0043466	3.9	271
tt0043467	7.1	29
tt0043468	5.8	37
tt0043469	6.3	2519
tt0043470	6.4	38
tt0043471	6.3	82
tt0043472	7.1	361
tt0043473	5.5	50
tt0043474	7.1	39
tt0043476	5.9	1410
tt0043477	7.0	44
tt0043478	5.2	17
tt0043479	7.7	1763
tt0043480	7.3	617
tt0043481	7.0	493
tt0043482	5.8	484
tt0043483	6.1	36
tt0043486	7.0	463
tt0043489	5.7	30
tt0043491	4.3	90
tt0043492	7.1	33
tt0043493	5.7	20
tt0043494	6.1	25
tt0043495	6.4	641
tt0043498	6.3	31
tt0043499	6.4	203
tt0043501	6.3	18
tt0043502	6.8	143
tt0043503	7.2	5963
tt0043504	5.5	16
tt0043505	5.6	122
tt0043506	5.9	99
tt0043507	4.8	12
tt0043511	7.4	5183
tt0043512	6.3	28
tt0043513	5.7	18
tt0043514	6.0	435
tt0043515	6.6	95
tt0043516	6.1	364
tt0043517	7.6	484
tt0043518	6.0	23
tt0043519	6.3	73
tt0043520	6.6	221
tt0043521	6.2	472
tt0043522	5.5	163
tt0043523	6.2	648
tt0043524	5.8	9
tt0043525	5.5	19
tt0043526	6.5	4548
tt0043527	6.7	485
tt0043528	6.1	23
tt0043529	5.7	91
tt0043531	6.1	133
tt0043532	6.5	448
tt0043533	7.5	142
tt0043534	5.9	37
tt0043535	4.5	218
tt0043537	6.5	239
tt0043538	5.4	91
tt0043539	6.3	1811
tt0043540	6.9	2219
tt0043541	5.4	9
tt0043542	5.5	358
tt0043543	5.6	87
tt0043544	5.8	462
tt0043545	5.1	1490
tt0043546	5.3	316
tt0043547	6.3	5859
tt0043548	5.5	5164
tt0043549	6.4	81
tt0043550	6.4	475
tt0043551	5.0	67
tt0043553	6.5	744
tt0043554	6.1	535
tt0043555	6.9	45
tt0043556	6.3	28
tt0043557	6.2	900
tt0043558	5.6	93
tt0043559	5.7	200
tt0043560	7.1	3282
tt0043561	6.4	189
tt0043562	6.3	608
tt0043563	6.6	18
tt0043564	7.1	973
tt0043565	6.5	1644
tt0043566	6.0	84
tt0043567	7.2	2206
tt0043570	5.4	326
tt0043571	5.8	74
tt0043572	6.2	66
tt0043573	7.3	46
tt0043574	6.1	275
tt0043575	6.0	165
tt0043577	6.2	612
tt0043579	6.3	109
tt0043580	6.9	167
tt0043581	7.1	2162
tt0043582	6.2	32
tt0043583	6.7	444
tt0043585	6.1	533
tt0043586	7.2	35
tt0043587	7.0	467
tt0043588	6.8	261
tt0043589	5.9	32
tt0043590	6.6	1944
tt0043591	5.6	295
tt0043592	5.9	343
tt0043593	5.4	246
tt0043594	6.3	753
tt0043595	6.0	1042
tt0043596	5.8	235
tt0043597	6.1	22
tt0043599	6.5	1615
tt0043600	5.7	329
tt0043601	5.9	273
tt0043602	3.1	16
tt0043603	5.3	408
tt0043605	5.4	111
tt0043606	7.7	1951
tt0043607	9.0	8
tt0043608	6.0	214
tt0043609	6.3	98
tt0043610	4.3	36
tt0043611	7.7	10
tt0043613	5.9	19
tt0043614	7.1	6024
tt0043615	5.9	414
tt0043616	6.5	210
tt0043617	6.0	92
tt0043618	6.5	939
tt0043619	6.2	745
tt0043620	7.2	501
tt0043621	6.1	271
tt0043622	7.5	208
tt0043623	6.7	22
tt0043624	6.0	7
tt0043625	7.0	3348
tt0043626	6.1	110
tt0043627	6.2	110
tt0043629	5.8	222
tt0043630	7.6	30
tt0043632	5.3	157
tt0043633	6.3	1252
tt0043635	6.2	52
tt0043637	6.7	462
tt0043638	7.0	107
tt0043639	6.5	782
tt0043640	6.2	30
tt0043641	6.1	121
tt0043642	6.3	351
tt0043643	7.0	5382
tt0043644	6.9	900
tt0043646	6.7	1154
tt0043647	6.8	225
tt0043649	6.5	458
tt0043650	5.9	322
tt0043651	4.9	1174
tt0043652	6.8	964
tt0043653	6.0	53
tt0043654	5.3	271
tt0043655	6.2	1264
tt0043657	5.7	201
tt0043658	6.2	412
tt0043659	7.0	291
tt0043660	6.9	4203
tt0043661	7.0	340
tt0043662	5.2	98
tt0043663	6.7	613
tt0043664	6.5	652
tt0043665	6.1	1012
tt0043666	6.4	340
tt0043667	6.8	657
tt0043668	7.0	1125
tt0043669	6.8	1274
tt0043670	6.8	211
tt0043671	6.5	277
tt0043672	6.1	17
tt0043673	6.3	97
tt0043674	6.2	35
tt0043675	6.6	21
tt0043676	6.2	309
tt0043677	6.6	464
tt0043678	6.1	381
tt0043679	7.3	147
tt0043680	6.0	773
tt0043681	7.2	121
tt0043682	6.1	222
tt0043684	7.5	1120
tt0043685	7.7	1687
tt0043686	8.0	13838
tt0043687	6.9	2443
tt0043688	5.6	11
tt0043689	5.8	39
tt0043690	5.1	20
tt0043691	6.2	61
tt0043692	6.4	150
tt0043694	5.4	408
tt0043695	5.7	665
tt0043697	7.3	58
tt0043698	5.0	40
tt0043699	6.5	756
tt0043700	6.2	167
tt0043701	5.4	71
tt0043703	7.9	903
tt0043705	5.2	42
tt0043706	5.6	50
tt0043707	6.5	301
tt0043708	6.3	28
tt0043709	7.1	1247
tt0043711	7.0	116
tt0043712	7.3	100
tt0043713	7.1	20
tt0043715	6.6	92
tt0043716	4.5	30
tt0043718	6.1	20
tt0043719	5.8	439
tt0043720	6.0	175
tt0043721	5.2	480
tt0043722	6.2	110
tt0043723	6.4	110
tt0043724	6.4	251
tt0043725	5.9	702
tt0043726	6.6	526
tt0043727	7.1	2212
tt0043728	6.5	603
tt0043729	6.6	28
tt0043730	4.9	46
tt0043731	4.3	13
tt0043732	7.2	369
tt0043733	7.0	2416
tt0043734	5.3	181
tt0043735	6.3	338
tt0043736	6.1	1451
tt0043737	8.0	14
tt0043738	5.5	22
tt0043739	4.8	34
tt0043742	5.9	13
tt0043743	5.9	543
tt0043744	6.5	1588
tt0043745	7.0	617
tt0043746	5.4	221
tt0043747	6.6	588
tt0043748	6.2	63
tt0043750	6.0	30
tt0043751	6.2	1343
tt0043752	6.2	544
tt0043753	6.1	148
tt0043754	5.0	117
tt0043756	5.8	293
tt0043757	3.4	1885
tt0043758	5.2	113
tt0043759	6.2	1553
tt0043760	7.1	560
tt0043761	6.9	428
tt0043762	6.7	1348
tt0043763	6.2	17
tt0043765	4.8	9
tt0043766	6.7	2507
tt0043767	6.8	899
tt0043768	5.4	55
tt0043769	7.0	1502
tt0043770	5.1	367
tt0043771	6.1	127
tt0043772	6.8	645
tt0043773	5.0	64
tt0043774	6.7	172
tt0043775	6.5	43
tt0043776	4.5	30
tt0043777	6.0	156
tt0043778	5.7	3310
tt0043779	6.2	68
tt0043781	6.3	1688
tt0043782	6.6	1539
tt0043783	5.5	10
tt0043784	7.1	14
tt0043786	6.1	38
tt0043787	5.9	258
tt0043789	4.6	25
tt0043790	5.5	324
tt0043791	3.9	131
tt0043792	7.4	2072
tt0043794	6.3	209
tt0043795	6.2	238
tt0043799	5.6	27
tt0043800	7.1	384
tt0043801	7.6	1927
tt0043802	5.5	147
tt0043803	5.6	23
tt0043804	4.8	9
tt0043805	5.5	66
tt0043806	6.0	84
tt0043807	6.2	607
tt0043808	5.2	70
tt0043809	7.6	9104
tt0043810	6.3	137
tt0043812	7.1	2892
tt0043813	7.0	1120
tt0043815	6.1	19
tt0043816	6.3	148
tt0043817	5.9	29
tt0043818	5.9	270
tt0043819	3.4	33
tt0043820	7.0	576
tt0043821	5.8	128
tt0043822	4.9	635
tt0043823	6.7	78
tt0043824	6.4	921
tt0043825	7.2	763
tt0043826	5.3	40
tt0043827	6.5	1396
tt0043828	6.1	1261
tt0043829	5.1	359
tt0043830	6.4	160
tt0043831	5.9	254
tt0043832	5.7	521
tt0043833	6.9	322
tt0043834	4.8	29
tt0043835	6.8	237
tt0043836	6.5	11
tt0043837	6.0	77
tt0043839	7.0	316
tt0043840	7.1	14
tt0043841	5.5	12
tt0043842	5.9	17
tt0043843	5.4	34
tt0043844	7.1	131
tt0043845	6.3	33
tt0043847	7.2	25
tt0043848	6.2	321
tt0043849	5.7	229
tt0043851	6.0	15
tt0043852	6.8	604
tt0043853	6.2	99
tt0043854	5.4	178
tt0043855	6.1	141
tt0043856	6.6	16
tt0043857	7.4	948
tt0043858	4.7	25
tt0043859	7.1	4795
tt0043860	6.5	144
tt0043861	6.7	1136
tt0043862	7.1	665
tt0043863	5.6	46
tt0043864	5.3	38
tt0043865	5.7	310
tt0043866	6.1	67
tt0043868	6.0	168
tt0043869	6.4	19
tt0043870	6.6	105
tt0043871	6.8	1153
tt0043872	7.9	14
tt0043873	7.1	1964
tt0043874	5.8	163
tt0043875	5.9	46
tt0043876	4.8	79
tt0043877	6.1	89
tt0043879	7.2	8815
tt0043880	6.9	3274
tt0043881	6.0	203
tt0043882	6.3	1230
tt0043883	6.9	102
tt0043884	5.0	271
tt0043885	6.5	1917
tt0043886	7.3	12
tt0043887	6.6	4057
tt0043889	5.4	8
tt0043890	7.4	1244
tt0043891	5.9	201
tt0043892	7.4	2027
tt0043893	5.6	59
tt0043894	6.5	11
tt0043895	4.2	1318
tt0043896	5.7	289
tt0043897	6.7	59
tt0043898	6.1	100
tt0043899	6.9	5120
tt0043900	7.4	133
tt0043901	5.6	42
tt0043902	6.1	237
tt0043903	6.3	51
tt0043904	6.5	12
tt0043906	6.1	256
tt0043907	5.8	32
tt0043908	8.5	831
tt0043909	5.8	37
tt0043910	6.9	2003
tt0043911	6.8	100
tt0043912	5.7	187
tt0043913	4.9	203
tt0043914	6.8	1599
tt0043915	7.3	7576
tt0043917	7.3	364
tt0043918	7.6	5087
tt0043919	6.7	981
tt0043920	5.5	196
tt0043921	5.8	25
tt0043923	5.9	147
tt0043924	7.7	26155
tt0043925	6.6	488
tt0043927	7.4	1795
tt0043928	4.6	12
tt0043930	6.5	81
tt0043931	3.4	8
tt0043932	7.4	43
tt0043933	6.7	19
tt0043934	5.7	9
tt0043935	6.4	813
tt0043936	5.7	42
tt0043937	7.2	342
tt0043938	7.1	4946
tt0043939	6.8	33
tt0043940	5.2	64
tt0043941	4.5	20
tt0043942	6.7	36
tt0043943	7.3	1086
tt0043944	4.2	35
tt0043946	5.2	109
tt0043947	6.9	64
tt0043948	3.8	7
tt0043949	7.1	17818
tt0043950	7.6	401
tt0043951	6.2	366
tt0043952	7.7	518
tt0043953	8.3	4464
tt0043954	1.9	1168
tt0043955	6.7	3546
tt0043956	6.3	52
tt0043957	6.4	479
tt0043958	6.3	331
tt0043959	7.1	3460
tt0043961	7.1	5181
tt0043962	6.1	747
tt0043963	5.7	111
tt0043964	6.9	1012
tt0043965	6.4	41
tt0043966	7.7	170
tt0043967	6.8	883
tt0043968	5.8	600
tt0043969	5.4	31
tt0043970	6.7	20
tt0043971	6.5	11
tt0043972	7.4	7217
tt0043973	6.6	1658
tt0043974	6.5	24
tt0043975	5.7	204
tt0043977	6.7	41
tt0043978	3.9	23
tt0043979	7.1	662
tt0043980	6.8	1007
tt0043981	5.6	27
tt0043982	7.0	51
tt0043983	6.7	6463
tt0043985	5.2	18
tt0043986	6.6	95
tt0043987	6.1	220
tt0043989	6.2	1509
tt0043990	6.1	41
tt0043992	6.2	1228
tt0043994	6.3	255
tt0043996	5.8	58
tt0043997	6.4	48
tt0043998	6.7	763
tt0043999	5.5	211
tt0044000	7.2	7295
tt0044001	7.0	483
tt0044002	7.3	12
tt0044003	7.5	31
tt0044004	7.8	16
tt0044005	6.4	8
tt0044006	5.7	28
tt0044007	7.6	422
tt0044008	8.1	27664
tt0044009	6.1	438
tt0044010	6.2	93
tt0044012	6.7	1008
tt0044013	6.3	1503
tt0044014	6.2	844
tt0044015	6.9	1648
tt0044016	5.4	31
tt0044018	6.1	56
tt0044019	6.1	18
tt0044020	5.9	35
tt0044023	5.5	68
tt0044024	6.2	135
tt0044025	6.3	304
tt0044026	5.8	120
tt0044027	6.5	472
tt0044029	6.8	146
tt0044030	6.8	5613
tt0044032	5.8	31
tt0044034	6.2	108
tt0044035	6.2	115
tt0044036	5.9	411
tt0044037	6.5	67
tt0044040	6.2	2970
tt0044041	5.9	68
tt0044042	4.4	18
tt0044043	7.0	50
tt0044044	4.7	43
tt0044045	4.5	307
tt0044046	6.2	251
tt0044047	7.9	1239
tt0044048	7.8	1052
tt0044049	7.5	79
tt0044050	5.8	51
tt0044051	5.8	137
tt0044052	6.8	104
tt0044053	6.6	46
tt0044054	6.9	34
tt0044055	6.8	85
tt0044056	7.3	35
tt0044059	5.9	517
tt0044060	7.5	7053
tt0044061	5.0	429
tt0044062	6.4	75
tt0044063	6.6	123
tt0044064	6.3	129
tt0044066	4.5	40
tt0044067	5.6	328
tt0044068	6.6	39
tt0044070	5.7	629
tt0044072	7.4	5049
tt0044074	5.0	60
tt0044075	7.2	2982
tt0044077	6.5	91
tt0044078	6.2	1353
tt0044079	7.9	146416
tt0044080	6.6	16
tt0044081	7.9	118171
tt0044082	5.7	218
tt0044083	6.1	824
tt0044084	6.9	1514
tt0044085	6.2	813
tt0044087	6.1	316
tt0044088	6.0	302
tt0044089	5.3	134
tt0044090	5.5	110
tt0044091	5.5	2609
tt0044092	7.5	908
tt0044093	4.5	22
tt0044094	5.0	217
tt0044095	7.6	1056
tt0044096	4.8	7
tt0044098	6.8	415
tt0044099	6.9	39
tt0044100	6.4	391
tt0044103	7.1	4350
tt0044104	5.3	111
tt0044105	7.2	2618
tt0044106	6.2	377
tt0044107	6.5	184
tt0044108	5.8	84
tt0044110	6.0	1245
tt0044111	4.4	10
tt0044112	6.4	770
tt0044113	6.9	19
tt0044115	6.8	436
tt0044116	6.1	114
tt0044117	5.6	614
tt0044118	6.2	495
tt0044119	6.1	1193
tt0044120	5.9	197
tt0044121	7.0	35579
tt0044122	6.3	221
tt0044123	7.5	418
tt0044124	5.7	132
tt0044125	6.2	881
tt0044127	7.0	29
tt0044128	6.8	1521
tt0044129	6.3	44
tt0044131	6.0	11
tt0044133	5.2	158
tt0044134	7.1	557
tt0044135	6.4	1190
tt0044136	7.1	1943
tt0044137	6.7	565
tt0044138	6.1	686
tt0044139	7.1	403
tt0044140	7.1	432
tt0044141	6.5	417
tt0044142	6.4	121
tt0044143	6.3	36
tt0044144	6.2	249
tt0044146	5.1	19
tt0044147	6.5	203
tt0044149	6.5	71
tt0044151	5.2	119
tt0044152	5.1	97
tt0044153	6.9	670
tt0044154	7.2	983
tt0044155	6.2	247
tt0044156	7.3	22
tt0044157	7.5	1975
tt0044158	5.5	658
tt0044159	6.5	904
tt0044162	6.0	52
tt0044163	6.0	93
tt0044165	6.4	135
tt0044166	6.4	478
tt0044167	4.2	1466
tt0044168	2.6	16
tt0044169	4.4	14
tt0044170	7.2	992
tt0044171	6.1	22
tt0044172	6.1	42
tt0044173	7.1	129
tt0044175	6.4	34
tt0044176	6.7	113
tt0044177	5.7	386
tt0044178	5.6	257
tt0044179	5.8	121
tt0044180	6.5	53
tt0044181	5.5	37
tt0044182	5.3	32
tt0044183	6.0	83
tt0044185	4.8	35
tt0044186	5.9	2674
tt0044187	5.5	17
tt0044188	7.0	1227
tt0044190	6.2	26
tt0044191	6.0	262
tt0044192	6.4	381
tt0044193	5.8	28
tt0044194	6.3	42
tt0044195	6.6	85
tt0044196	6.1	565
tt0044197	5.5	33
tt0044198	6.8	857
tt0044199	6.0	291
tt0044200	6.0	22
tt0044201	4.7	18
tt0044202	7.2	950
tt0044203	7.4	33
tt0044204	6.0	27
tt0044205	7.6	4198
tt0044206	8.2	115
tt0044207	6.6	9979
tt0044208	5.1	153
tt0044209	6.0	774
tt0044210	6.8	122
tt0044211	6.3	126
tt0044212	6.8	425
tt0044213	6.6	53
tt0044214	6.9	204
tt0044215	6.6	36
tt0044216	5.9	188
tt0044218	4.7	36
tt0044219	5.5	12
tt0044220	5.3	34
tt0044221	6.2	28
tt0044222	5.3	81
tt0044223	7.0	864
tt0044224	6.3	874
tt0044225	5.5	490
tt0044226	5.2	32
tt0044227	5.3	39
tt0044228	4.7	10
tt0044229	8.1	1446
tt0044230	7.4	1755
tt0044231	7.7	4815
tt0044238	7.4	78
tt0044240	7.0	52
tt0044242	6.8	11
tt0044243	7.2	41
tt0044244	7.8	12
tt0044245	6.9	44
tt0044247	6.6	36
tt0044248	8.0	110
tt0044250	7.3	43
tt0044251	7.8	13
tt0044254	6.5	84
tt0044255	5.4	40
tt0044256	6.1	35
tt0044257	6.6	169
tt0044259	7.5	1204
tt0044261	6.8	41
tt0044262	8.2	131
tt0044263	7.5	280
tt0044264	6.8	90
tt0044265	6.6	2003
tt0044266	8.1	352
tt0044267	7.6	16
tt0044268	8.1	16
tt0044269	7.7	424
tt0044270	7.9	589
tt0044272	8.4	546
tt0044274	7.2	23
tt0044275	6.7	33
tt0044276	8.2	28
tt0044277	7.4	274
tt0044279	7.4	188
tt0044281	6.9	39
tt0044282	7.0	64
tt0044283	7.7	477
tt0044284	8.2	232
tt0044287	8.0	766
tt0044288	7.2	27
tt0044289	6.8	128
tt0044290	7.1	28
tt0044291	8.1	75
tt0044294	7.1	17
tt0044296	6.9	328
tt0044298	4.6	2608
tt0044299	7.1	31
tt0044301	7.9	37
tt0044304	5.2	10
tt0044312	5.8	275
tt0044313	7.5	913
tt0044314	7.6	5773
tt0044315	5.0	11
tt0044316	5.0	7
tt0044317	5.1	23
tt0044318	6.7	377
tt0044319	5.2	162
tt0044320	5.7	2417
tt0044321	4.1	30
tt0044322	7.0	92
tt0044323	5.4	204
tt0044324	6.9	1438
tt0044326	6.7	94
tt0044327	5.3	230
tt0044328	5.8	188
tt0044329	4.9	55
tt0044330	5.1	199
tt0044331	6.6	3422
tt0044332	5.2	229
tt0044333	6.5	3196
tt0044335	7.4	269
tt0044336	6.9	161
tt0044337	7.3	41
tt0044338	6.1	148
tt0044339	7.3	743
tt0044340	5.6	104
tt0044342	4.9	15
tt0044343	5.7	13
tt0044344	6.0	449
tt0044345	6.4	172
tt0044346	5.2	65
tt0044347	4.9	14
tt0044348	4.1	17
tt0044349	5.5	13
tt0044350	5.7	27
tt0044351	5.6	28
tt0044352	5.1	33
tt0044355	6.0	1149
tt0044356	5.9	17
tt0044357	7.2	9747
tt0044358	6.8	19
tt0044360	7.1	105
tt0044363	7.4	22
tt0044364	6.8	3847
tt0044365	6.5	99
tt0044366	6.3	175
tt0044367	5.9	144
tt0044368	5.3	32
tt0044369	5.7	270
tt0044370	5.9	1617
tt0044371	5.4	166
tt0044372	7.9	45
tt0044376	5.8	14
tt0044377	6.8	20
tt0044378	6.3	585
tt0044379	6.2	808
tt0044380	6.0	852
tt0044382	6.1	556
tt0044383	5.1	39
tt0044384	7.5	48
tt0044385	7.3	27
tt0044386	6.6	4807
tt0044387	5.9	31
tt0044388	6.2	432
tt0044389	4.0	146
tt0044390	6.6	58
tt0044391	7.7	17328
tt0044392	7.4	449
tt0044393	3.4	10
tt0044394	6.7	14
tt0044395	7.3	19
tt0044396	5.9	131
tt0044397	7.9	30
tt0044398	5.2	229
tt0044399	6.4	780
tt0044400	5.6	239
tt0044402	5.9	442
tt0044403	6.4	324
tt0044404	7.8	1930
tt0044405	6.6	22
tt0044406	3.6	2737
tt0044407	5.6	16
tt0044408	6.1	1161
tt0044409	6.8	864
tt0044410	6.5	1177
tt0044412	7.5	166
tt0044413	7.2	10642
tt0044414	7.1	328
tt0044416	6.4	49
tt0044417	6.6	2508
tt0044418	5.2	2451
tt0044419	6.9	5101
tt0044420	5.7	1955
tt0044421	7.0	678
tt0044422	5.3	46
tt0044423	6.3	1825
tt0044424	6.7	59
tt0044425	6.4	68
tt0044426	5.9	1857
tt0044427	6.1	246
tt0044428	6.1	154
tt0044429	7.2	1674
tt0044430	4.7	74
tt0044431	6.1	297
tt0044432	6.3	113
tt0044433	6.2	110
tt0044434	7.2	36
tt0044435	5.4	223
tt0044436	5.1	175
tt0044437	6.9	511
tt0044438	6.3	51
tt0044439	6.8	52
tt0044441	6.4	305
tt0044442	5.7	242
tt0044443	6.7	149
tt0044444	4.9	208
tt0044445	6.2	126
tt0044446	6.7	2542
tt0044449	6.0	234
tt0044450	6.8	238
tt0044452	6.1	116
tt0044453	7.2	2383
tt0044454	5.6	60
tt0044455	4.1	163
tt0044456	6.0	502
tt0044457	7.3	23
tt0044458	4.1	31
tt0044460	5.6	377
tt0044461	6.2	155
tt0044462	4.6	483
tt0044463	5.8	16
tt0044464	6.7	328
tt0044465	5.9	10
tt0044466	5.2	326
tt0044467	6.2	99
tt0044468	6.0	12
tt0044469	5.1	15
tt0044470	7.7	53
tt0044471	5.3	74
tt0044472	5.8	21
tt0044474	7.5	731
tt0044475	6.1	398
tt0044476	6.6	1339
tt0044477	4.9	176
tt0044478	6.1	42
tt0044480	6.9	2157
tt0044481	5.8	247
tt0044482	6.8	51
tt0044486	7.3	2883
tt0044487	7.0	3653
tt0044488	6.4	1283
tt0044489	6.2	307
tt0044490	5.4	228
tt0044491	5.7	27
tt0044493	6.6	96
tt0044494	6.1	12
tt0044495	6.0	183
tt0044496	6.8	24
tt0044497	7.6	1455
tt0044498	5.6	49
tt0044499	6.7	87
tt0044500	6.3	72
tt0044501	5.5	13
tt0044502	7.0	7978
tt0044503	6.5	573
tt0044504	6.1	281
tt0044505	5.9	189
tt0044506	6.2	196
tt0044507	6.5	172
tt0044509	7.5	5644
tt0044510	5.8	17
tt0044511	6.8	102
tt0044513	6.0	297
tt0044514	7.4	380
tt0044515	6.1	553
tt0044516	7.4	494
tt0044517	7.1	7338
tt0044518	7.2	2449
tt0044519	5.8	487
tt0044520	6.3	121
tt0044521	6.1	426
tt0044522	7.5	1033
tt0044523	6.0	321
tt0044524	7.3	45
tt0044525	6.6	40
tt0044526	6.3	401
tt0044527	6.8	217
tt0044528	6.9	27
tt0044530	6.3	71
tt0044531	6.5	24
tt0044532	6.8	21
tt0044533	7.2	4643
tt0044534	4.7	11
tt0044535	6.2	11
tt0044536	5.8	93
tt0044537	5.7	655
tt0044538	6.4	246
tt0044539	5.1	134
tt0044540	5.6	264
tt0044541	5.3	168
tt0044542	6.9	64
tt0044543	5.8	354
tt0044544	5.4	80
tt0044545	5.8	26
tt0044547	6.2	602
tt0044549	6.9	40
tt0044550	7.0	26
tt0044551	6.0	26
tt0044552	6.8	1580
tt0044553	5.3	46
tt0044554	7.5	947
tt0044555	6.1	42
tt0044557	6.9	9187
tt0044558	7.0	811
tt0044560	8.0	1064
tt0044562	6.9	673
tt0044563	4.3	419
tt0044564	7.3	67
tt0044565	5.6	86
tt0044566	6.6	1032
tt0044568	3.2	19
tt0044569	5.7	25
tt0044570	6.5	18
tt0044571	7.4	991
tt0044572	7.0	894
tt0044573	6.4	2038
tt0044574	7.3	94
tt0044575	6.2	21
tt0044576	5.9	44
tt0044578	6.6	251
tt0044579	6.5	782
tt0044580	6.7	520
tt0044581	6.3	10
tt0044582	4.9	96
tt0044583	5.3	62
tt0044584	5.1	17
tt0044585	6.2	227
tt0044586	6.9	618
tt0044587	4.6	12
tt0044589	5.8	61
tt0044592	4.7	27
tt0044593	5.4	18
tt0044594	5.4	14
tt0044595	6.4	33
tt0044596	5.5	474
tt0044597	5.5	28
tt0044598	5.3	27
tt0044599	5.7	226
tt0044600	6.6	66
tt0044601	6.1	107
tt0044602	7.1	3636
tt0044603	6.6	177
tt0044604	3.8	21
tt0044605	5.1	134
tt0044606	6.7	441
tt0044607	5.5	85
tt0044608	5.8	412
tt0044609	8.1	3703
tt0044611	5.4	50
tt0044612	6.1	338
tt0044614	5.9	186
tt0044617	4.1	10
tt0044619	6.1	197
tt0044620	7.8	1083
tt0044621	5.9	620
tt0044622	6.6	630
tt0044623	3.7	34
tt0044624	4.8	112
tt0044625	7.6	1198
tt0044626	6.1	377
tt0044627	7.6	419
tt0044628	6.6	205
tt0044630	5.9	241
tt0044631	6.4	255
tt0044632	7.2	540
tt0044633	6.2	520
tt0044634	7.0	6
tt0044635	6.4	55
tt0044636	6.0	20
tt0044637	6.1	238
tt0044638	6.2	21
tt0044639	5.9	64
tt0044640	6.5	207
tt0044641	5.2	15
tt0044642	6.4	28
tt0044643	6.2	33
tt0044645	5.2	60
tt0044646	5.5	45
tt0044647	5.9	45
tt0044649	5.8	405
tt0044651	4.2	9
tt0044652	8.6	26
tt0044653	5.8	21
tt0044654	6.4	550
tt0044655	7.3	373
tt0044656	5.3	1021
tt0044658	6.3	852
tt0044659	7.2	959
tt0044660	5.8	7
tt0044662	5.2	742
tt0044663	6.9	466
tt0044664	4.5	15
tt0044665	5.6	631
tt0044666	5.9	25
tt0044667	7.5	1064
tt0044669	5.1	49
tt0044670	5.4	408
tt0044671	7.0	388
tt0044672	6.5	16892
tt0044673	6.0	998
tt0044674	5.4	35
tt0044676	5.5	30
tt0044678	5.8	60
tt0044680	6.5	30
tt0044681	5.2	289
tt0044682	5.0	49
tt0044683	6.7	1920
tt0044684	5.3	23
tt0044685	6.9	4493
tt0044686	6.6	140
tt0044687	6.7	596
tt0044688	7.5	437
tt0044689	6.1	101
tt0044691	7.0	57
tt0044692	7.7	972
tt0044693	6.8	24
tt0044694	5.8	126
tt0044695	7.0	364
tt0044696	6.8	487
tt0044697	5.3	9
tt0044698	6.4	603
tt0044699	6.4	465
tt0044700	6.2	296
tt0044701	6.5	267
tt0044702	5.0	42
tt0044704	6.6	20
tt0044705	6.3	111
tt0044706	7.9	114389
tt0044707	7.2	153
tt0044708	6.2	224
tt0044709	6.8	33
tt0044710	5.9	82
tt0044711	5.5	122
tt0044712	5.6	45
tt0044713	5.5	216
tt0044714	6.1	336
tt0044715	5.8	219
tt0044716	7.2	2217
tt0044718	6.7	882
tt0044719	5.3	46
tt0044720	5.9	436
tt0044721	6.6	244
tt0044722	6.4	1278
tt0044725	6.4	408
tt0044726	7.0	551
tt0044728	6.9	49
tt0044729	5.3	223
tt0044730	6.8	54
tt0044731	5.8	64
tt0044732	4.8	25
tt0044733	6.5	423
tt0044734	6.8	309
tt0044735	5.8	266
tt0044738	6.6	55
tt0044740	6.2	8
tt0044741	8.3	98190
tt0044742	6.7	29
tt0044743	6.0	102
tt0044744	7.4	6730
tt0044745	7.5	894
tt0044747	5.3	12
tt0044749	5.9	575
tt0044750	3.5	1817
tt0044751	6.9	743
tt0044752	5.8	17
tt0044753	6.2	1049
tt0044754	5.7	208
tt0044755	6.0	315
tt0044757	7.4	27
tt0044758	6.6	397
tt0044759	5.7	69
tt0044760	6.7	10886
tt0044761	7.1	171
tt0044762	5.8	3692
