tconst	averageRating	numVotes
tt0027270	6.2	144
tt0027271	6.2	104
tt0027272	6.2	101
tt0027273	6.7	83
tt0027274	4.1	50
tt0027275	6.6	458
tt0027276	7.0	165
tt0027277	6.9	196
tt0027278	7.3	72
tt0027279	5.9	95
tt0027280	5.9	379
tt0027281	7.2	1120
tt0027283	3.7	12
tt0027285	6.0	87
tt0027286	6.3	2278
tt0027289	4.4	94
tt0027293	6.0	538
tt0027294	5.9	74
tt0027296	6.1	79
tt0027297	6.2	61
tt0027298	5.5	7
tt0027300	6.3	2141
tt0027301	7.8	840
tt0027302	6.2	615
tt0027304	6.6	72
tt0027305	6.6	171
tt0027306	5.5	11
tt0027307	7.3	1380
tt0027308	5.2	113
tt0027311	5.8	906
tt0027312	6.9	118
tt0027314	5.6	48
tt0027315	6.0	151
tt0027316	5.1	110
tt0027317	2.5	33
tt0027318	6.1	55
tt0027319	7.0	31
tt0027320	6.6	26
tt0027321	6.2	94
tt0027322	6.2	84
tt0027324	6.5	56
tt0027325	5.8	10
tt0027326	5.7	37
tt0027327	6.7	61
tt0027328	5.9	7
tt0027329	7.0	12
tt0027330	5.6	37
tt0027331	6.1	722
tt0027332	6.3	275
tt0027333	5.9	58
tt0027334	5.4	6
tt0027335	4.9	55
tt0027336	7.5	3834
tt0027338	5.4	63
tt0027339	6.3	325
tt0027340	6.9	98
tt0027342	7.5	1535
tt0027344	7.9	37
tt0027345	6.3	419
tt0027347	5.8	88
tt0027348	5.5	188
tt0027349	5.1	160
tt0027351	6.0	81
tt0027352	5.8	288
tt0027353	6.5	341
tt0027354	5.4	113
tt0027355	5.6	183
tt0027356	6.0	401
tt0027357	6.5	1250
tt0027358	5.4	145
tt0027359	6.2	181
tt0027360	7.7	19
tt0027361	5.7	313
tt0027362	5.5	307
tt0027364	6.6	249
tt0027365	5.6	90
tt0027366	5.2	109
tt0027367	7.0	4132
tt0027368	5.2	36
tt0027369	5.1	72
tt0027370	6.0	21
tt0027371	7.2	378
tt0027372	5.8	178
tt0027373	4.8	17
tt0027374	6.4	13
tt0027375	6.8	31
tt0027376	6.6	2375
tt0027377	5.7	260
tt0027378	6.4	31
tt0027380	5.1	63
tt0027381	5.7	265
tt0027382	6.2	96
tt0027383	6.6	38
tt0027384	6.2	80
tt0027385	6.9	403
tt0027386	5.6	96
tt0027387	6.7	2072
tt0027388	5.6	40
tt0027389	6.1	38
tt0027390	7.0	331
tt0027391	6.2	151
tt0027392	5.7	240
tt0027393	5.7	66
tt0027395	5.7	783
tt0027396	5.6	146
tt0027397	7.2	298
tt0027398	5.2	103
tt0027399	5.4	84
tt0027400	5.3	158
tt0027401	7.0	319
tt0027402	5.5	54
tt0027403	5.9	24
tt0027404	7.2	21
tt0027405	6.1	59
tt0027406	5.6	104
tt0027407	7.0	3672
tt0027408	5.9	225
tt0027409	7.0	91
tt0027410	6.7	25
tt0027412	5.8	58
tt0027413	6.3	2176
tt0027414	5.6	154
tt0027415	6.3	227
tt0027416	5.7	53
tt0027417	5.6	34
tt0027420	4.3	169
tt0027421	7.0	1582
tt0027422	5.4	46
tt0027423	6.5	118
tt0027424	6.0	60
tt0027425	4.8	88
tt0027427	6.8	148
tt0027428	6.3	852
tt0027429	6.0	694
tt0027431	4.7	12
tt0027432	6.3	253
tt0027433	6.2	85
tt0027434	5.4	121
tt0027435	5.9	106
tt0027436	6.0	125
tt0027437	5.9	162
tt0027438	7.0	5697
tt0027439	6.8	1883
tt0027440	7.1	2382
tt0027441	7.0	1675
tt0027442	6.9	1877
tt0027443	6.0	372
tt0027444	6.2	205
tt0027445	6.2	713
tt0027446	7.2	861
tt0027447	7.1	18
tt0027448	7.0	332
tt0027450	6.4	42
tt0027451	6.2	152
tt0027452	5.3	128
tt0027453	7.1	539
tt0027455	6.0	476
tt0027456	5.7	209
tt0027457	7.3	42
tt0027458	6.0	30
tt0027459	6.9	2561
tt0027460	6.1	115
tt0027462	6.1	174
tt0027464	6.1	648
tt0027465	7.2	47
tt0027466	6.5	65
tt0027467	6.9	19
tt0027468	6.8	1763
tt0027469	6.2	99
tt0027470	5.1	168
tt0027471	6.3	112
tt0027472	3.7	22
tt0027473	6.1	278
tt0027474	7.2	1150
tt0027475	5.7	64
tt0027476	6.4	60
tt0027477	5.6	73
tt0027478	7.3	3934
tt0027479	5.5	442
tt0027480	6.3	60
tt0027481	5.6	400
tt0027482	5.8	227
tt0027483	6.3	32
tt0027484	6.5	444
tt0027486	6.5	12
tt0027488	4.7	261
tt0027489	7.6	1757
tt0027490	6.1	147
tt0027493	6.8	20
tt0027494	7.9	36
tt0027495	6.7	96
tt0027496	5.2	422
tt0027497	7.2	16
tt0027498	6.3	46
tt0027499	5.6	353
tt0027501	5.4	407
tt0027502	6.2	151
tt0027503	6.8	280
tt0027504	5.2	234
tt0027505	5.1	50
tt0027508	6.8	5
tt0027509	6.5	151
tt0027510	6.8	30
tt0027511	5.5	177
tt0027513	5.1	38
tt0027514	5.8	118
tt0027515	7.1	3237
tt0027516	6.7	340
tt0027517	5.0	174
tt0027518	6.7	632
tt0027519	5.0	59
tt0027520	6.4	50
tt0027521	7.0	5321
tt0027522	6.7	55
tt0027527	6.5	1007
tt0027528	6.5	58
tt0027529	7.9	2453
tt0027530	7.0	215
tt0027532	7.7	10766
tt0027533	4.6	9
tt0027534	6.3	29
tt0027536	6.5	241
tt0027537	6.3	218
tt0027538	7.1	1038
tt0027539	7.3	70
tt0027540	5.5	135
tt0027541	6.2	56
tt0027543	5.7	157
tt0027544	5.9	65
tt0027545	6.3	8728
tt0027546	5.6	73
tt0027548	6.4	20
tt0027551	5.9	153
tt0027552	7.4	2065
tt0027553	6.0	10
tt0027554	6.5	55
tt0027555	5.1	22
tt0027556	5.8	62
tt0027557	7.1	80
tt0027558	6.3	200
tt0027560	5.8	249
tt0027561	6.6	56
tt0027562	6.3	530
tt0027563	6.2	56
tt0027564	5.9	130
tt0027565	6.9	39
tt0027567	6.4	24
tt0027568	5.4	100
tt0027569	6.8	1539
tt0027570	7.0	39
tt0027571	6.0	72
tt0027572	6.0	11
tt0027573	7.6	18
tt0027577	7.5	71
tt0027578	6.8	21
tt0027580	7.5	9
tt0027581	6.5	22
tt0027584	5.9	42
tt0027585	6.7	598
tt0027586	6.3	38
tt0027587	5.9	18
tt0027588	5.8	38
tt0027589	6.6	46
tt0027590	6.1	114
tt0027592	6.6	40
tt0027593	6.9	2376
tt0027594	6.1	196
tt0027596	3.8	47
tt0027598	5.4	9
tt0027599	5.8	11
tt0027600	4.7	37
tt0027601	7.4	738
tt0027602	5.5	14
tt0027605	5.3	20
tt0027606	6.0	141
tt0027607	5.8	205
tt0027609	7.3	28
tt0027610	5.1	143
tt0027611	6.9	62
tt0027612	6.5	21
tt0027613	6.7	40
tt0027614	5.3	51
tt0027615	6.3	17
tt0027616	5.9	353
tt0027617	6.6	79
tt0027618	6.3	26
tt0027621	6.9	15
tt0027622	6.2	270
tt0027623	6.9	2835
tt0027624	6.6	653
tt0027626	6.6	21
tt0027627	6.2	71
tt0027628	7.2	14
tt0027629	5.7	68
tt0027630	7.1	4935
tt0027631	6.7	28
tt0027632	6.5	13
tt0027633	5.6	14
tt0027634	5.8	57
tt0027635	5.7	160
tt0027636	6.9	16
tt0027638	6.3	18
tt0027639	6.4	66
tt0027640	7.2	8
tt0027641	4.2	33
tt0027642	7.0	16
tt0027643	5.2	28
tt0027645	5.3	154
tt0027646	6.6	41
tt0027647	5.1	95
tt0027648	6.2	28
tt0027649	3.0	14
tt0027650	7.3	12
tt0027652	7.8	14426
tt0027653	6.9	344
tt0027654	4.6	230
tt0027655	5.0	8
tt0027656	6.0	673
tt0027657	5.8	1805
tt0027658	6.5	51
tt0027659	7.2	20
tt0027660	6.1	324
tt0027661	8.0	38
tt0027663	6.4	17
tt0027664	6.5	1424
tt0027665	5.9	454
tt0027666	5.9	12
tt0027667	6.8	39
tt0027668	4.8	32
tt0027669	4.5	256
tt0027670	6.1	141
tt0027672	7.4	3168
tt0027673	6.5	25
tt0027674	6.0	59
tt0027675	6.5	48
tt0027676	6.2	90
tt0027677	6.2	404
tt0027678	6.2	281
tt0027679	6.7	348
tt0027680	7.2	48
tt0027681	3.7	43
tt0027682	5.9	37
tt0027683	7.0	258
tt0027684	6.2	890
tt0027686	6.4	1298
tt0027687	6.2	1184
tt0027688	6.2	281
tt0027690	5.6	1447
tt0027691	6.7	208
tt0027692	5.6	85
tt0027693	6.6	360
tt0027697	6.3	1197
tt0027698	6.6	9484
tt0027699	7.1	244
tt0027700	7.0	974
tt0027703	6.7	37
tt0027706	5.2	64
tt0027707	6.6	98
tt0027708	5.9	23
tt0027709	5.1	22
tt0027710	6.9	53
tt0027712	5.1	56
tt0027713	5.4	34
tt0027714	7.2	694
tt0027715	5.7	18
tt0027716	5.6	24
tt0027717	6.0	236
tt0027718	5.1	88
tt0027719	6.1	17
tt0027720	5.3	201
tt0027721	7.4	39
tt0027722	6.1	217
tt0027724	5.8	65
tt0027725	6.4	207
tt0027726	6.1	954
tt0027727	5.5	247
tt0027728	6.2	32
tt0027729	5.3	16
tt0027730	7.7	19
tt0027731	6.0	30
tt0027733	5.7	97
tt0027734	6.6	47
tt0027736	5.6	31
tt0027737	7.1	48
tt0027738	5.5	21
tt0027739	5.2	137
tt0027740	6.4	34
tt0027741	6.0	212
tt0027742	5.6	156
tt0027744	4.9	68
tt0027745	5.1	18
tt0027746	5.7	756
tt0027747	5.5	86
tt0027749	6.0	70
tt0027750	6.9	144
tt0027752	7.7	4341
tt0027753	7.2	11
tt0027754	5.6	264
tt0027756	7.1	303
tt0027757	6.4	147
tt0027758	5.9	87
tt0027759	5.8	51
tt0027760	7.1	309
tt0027761	6.0	127
tt0027764	5.1	56
tt0027765	5.4	63
tt0027766	5.5	353
tt0027767	6.1	158
tt0027768	6.0	190
tt0027769	6.2	215
tt0027770	6.0	201
tt0027771	6.8	44
tt0027773	5.3	29
tt0027774	5.9	57
tt0027775	6.3	58
tt0027776	5.6	31
tt0027777	5.5	35
tt0027779	7.6	2225
tt0027780	6.3	48
tt0027781	6.1	128
tt0027782	7.0	393
tt0027783	5.8	157
tt0027784	6.0	63
tt0027785	6.2	236
tt0027786	6.0	195
tt0027787	5.8	403
tt0027788	7.2	296
tt0027789	6.2	84
tt0027791	6.2	286
tt0027792	6.6	9
tt0027793	5.3	31
tt0027796	6.5	1453
tt0027800	6.5	3248
tt0027801	3.7	57
tt0027802	3.3	34
tt0027803	5.6	10
tt0027805	5.5	850
tt0027807	6.0	165
tt0027808	6.1	166
tt0027809	6.9	12
tt0027810	6.4	361
tt0027812	8.4	19
tt0027813	6.7	139
tt0027814	5.7	127
tt0027815	6.6	14
tt0027816	4.7	32
tt0027817	6.6	14
tt0027818	6.5	297
tt0027819	6.0	24
tt0027820	5.5	15
tt0027821	4.6	43
tt0027824	4.8	416
tt0027825	6.4	16
tt0027827	5.9	59
tt0027828	6.2	49
tt0027829	6.2	132
tt0027830	6.4	225
tt0027831	4.5	14
tt0027832	5.0	23
tt0027833	5.8	18
tt0027834	6.4	277
tt0027835	6.8	32
tt0027836	2.7	32
tt0027838	6.1	294
tt0027839	5.0	40
tt0027840	5.8	218
tt0027842	6.1	81
tt0027843	5.5	31
tt0027844	6.0	121
tt0027845	6.9	708
tt0027846	7.2	8
tt0027847	6.2	252
tt0027848	5.6	166
tt0027849	6.0	620
tt0027850	6.6	21
tt0027851	6.4	906
tt0027853	6.5	198
tt0027854	6.3	22
tt0027855	4.8	84
tt0027856	7.0	48
tt0027858	7.0	20
tt0027859	6.7	142
tt0027860	6.2	519
tt0027861	5.9	43
tt0027862	6.2	145
tt0027863	5.5	58
tt0027864	5.9	14
tt0027865	6.5	84
tt0027866	5.7	102
tt0027868	6.7	137
tt0027869	6.6	1823
tt0027870	6.2	93
tt0027871	3.8	47
tt0027873	5.9	64
tt0027874	5.3	69
tt0027875	5.7	285
tt0027876	5.6	427
tt0027877	5.9	85
tt0027878	6.7	22
tt0027879	5.6	79
tt0027880	5.8	280
tt0027881	7.1	298
tt0027882	5.7	94
tt0027883	6.4	15
tt0027884	7.8	9431
tt0027885	6.7	93
tt0027886	6.0	97
tt0027887	6.6	19
tt0027888	7.3	35
tt0027889	4.9	93
tt0027890	5.9	53
tt0027891	6.4	361
tt0027892	6.0	158
tt0027893	7.3	2720
tt0027894	6.9	56
tt0027895	6.1	199
tt0027896	5.0	58
tt0027898	6.4	174
tt0027899	6.8	479
tt0027900	5.4	242
tt0027901	5.8	31
tt0027902	6.9	1264
tt0027904	6.4	84
tt0027905	5.6	467
tt0027906	6.0	262
tt0027907	7.5	192
tt0027908	6.2	934
tt0027909	6.2	130
tt0027910	7.2	14
tt0027912	5.4	13
tt0027913	6.8	261
tt0027914	6.0	1434
tt0027915	6.7	29
tt0027916	7.2	152
tt0027917	6.1	89
tt0027919	6.4	97
tt0027920	7.6	114
tt0027921	5.9	150
tt0027922	6.7	57
tt0027923	6.0	290
tt0027925	6.6	150
tt0027930	5.8	87
tt0027932	5.5	266
tt0027933	5.8	148
tt0027935	5.7	109
tt0027936	5.6	126
tt0027937	7.3	12
tt0027938	6.6	1310
tt0027939	6.6	208
tt0027940	6.1	194
tt0027941	6.8	35
tt0027944	2.9	29
tt0027946	5.3	44
tt0027948	6.3	2934
tt0027949	6.8	54
tt0027951	7.0	1011
tt0027952	6.1	322
tt0027953	5.6	32
tt0027954	6.0	362
tt0027956	5.7	62
tt0027957	6.5	28
tt0027958	7.5	764
tt0027959	5.9	356
tt0027960	6.9	771
tt0027961	6.5	656
tt0027962	6.7	717
tt0027963	7.0	829
tt0027964	6.6	1416
tt0027966	5.2	154
tt0027967	6.1	123
tt0027968	6.6	338
tt0027969	6.5	1920
tt0027970	5.3	37
tt0027971	6.7	94
tt0027973	5.4	34
tt0027974	5.0	63
tt0027975	5.7	133
tt0027976	5.5	159
tt0027977	8.5	275813
tt0027978	6.7	387
tt0027979	6.6	328
tt0027980	5.9	189
tt0027981	5.4	141
tt0027982	4.3	54
tt0027983	6.2	339
tt0027984	6.3	226
tt0027985	6.4	676
tt0027986	6.6	128
tt0027987	6.6	174
tt0027988	7.6	16
tt0027989	5.8	109
tt0027990	6.9	620
tt0027993	7.5	765
tt0027994	7.4	1092
tt0027995	7.0	175
tt0027996	7.8	24386
tt0027997	6.1	122
tt0027998	5.6	7
tt0027999	5.0	336
tt0028000	5.8	335
tt0028001	5.6	290
tt0028002	5.6	301
tt0028003	6.2	601
tt0028004	5.6	420
tt0028005	6.7	22
tt0028008	5.9	228
tt0028009	6.3	91
tt0028010	7.9	27821
tt0028011	5.8	87
tt0028012	6.7	188
tt0028013	6.7	24
tt0028014	5.2	21
tt0028015	6.7	28
tt0028016	7.9	31
tt0028017	7.0	7
tt0028018	7.0	13
tt0028020	6.2	29
tt0028021	7.2	2737
tt0028022	6.9	38
tt0028023	4.9	78
tt0028024	7.2	69
tt0028025	5.3	28
tt0028026	6.5	27
tt0028027	7.2	379
tt0028028	5.6	176
tt0028029	6.4	720
tt0028030	6.8	1528
tt0028031	5.6	274
tt0028033	6.5	248
tt0028034	6.0	39
tt0028035	5.4	32
tt0028037	6.9	32
tt0028039	6.0	39
tt0028041	6.5	12
tt0028042	6.1	257
tt0028049	7.4	101
tt0028050	5.8	39
tt0028051	6.1	29
tt0028052	7.1	84
tt0028054	5.8	294
tt0028055	5.7	65
tt0028056	6.9	53
tt0028057	5.6	363
tt0028059	6.0	515
tt0028060	4.6	59
tt0028062	6.0	337
tt0028063	6.0	351
tt0028064	8.2	13
tt0028065	4.5	67
tt0028067	5.8	26
tt0028069	6.4	645
tt0028070	7.3	3675
tt0028071	6.4	32
tt0028072	4.5	61
tt0028074	3.6	739
tt0028075	6.4	604
tt0028076	7.6	720
tt0028079	6.3	57
tt0028081	5.3	33
tt0028082	6.1	65
tt0028083	5.4	136
tt0028084	6.2	95
tt0028085	6.9	51
tt0028087	6.6	46
tt0028088	5.8	36
tt0028089	6.9	64
tt0028091	7.5	216
tt0028092	6.6	849
tt0028094	5.6	25
tt0028096	7.5	15645
tt0028097	6.2	593
tt0028098	5.8	105
tt0028099	6.8	116
tt0028100	6.0	259
tt0028101	6.4	80
tt0028102	6.7	496
tt0028103	6.1	834
tt0028104	6.9	129
tt0028106	5.6	34
tt0028108	6.8	2558
tt0028109	6.4	319
tt0028110	6.6	286
tt0028111	6.3	417
tt0028112	5.6	693
tt0028114	5.1	71
tt0028115	5.0	29
tt0028116	6.4	25
tt0028117	5.7	198
tt0028118	7.0	1660
tt0028119	7.3	4405
tt0028120	6.7	779
tt0028121	8.0	8
tt0028123	6.6	460
tt0028124	6.8	299
tt0028125	5.7	154
tt0028126	5.9	202
tt0028127	6.5	468
tt0028128	5.7	33
tt0028131	6.3	80
tt0028132	5.2	289
tt0028133	5.9	53
tt0028134	6.5	69
tt0028135	5.6	219
tt0028136	6.4	349
tt0028137	6.6	28
tt0028138	6.7	1374
tt0028139	4.9	19
tt0028140	4.6	175
tt0028141	7.2	2752
tt0028142	6.7	630
tt0028143	6.4	237
tt0028144	5.9	185
tt0028145	5.7	36
tt0028146	6.3	282
tt0028147	6.9	15
tt0028148	6.2	231
tt0028149	6.1	162
tt0028150	7.2	20
tt0028151	5.3	151
tt0028152	6.3	54
tt0028153	5.6	159
tt0028154	6.3	11
tt0028155	4.4	24
tt0028156	6.6	814
tt0028157	7.0	71
tt0028158	6.0	389
tt0028161	6.0	20
tt0028162	5.7	154
tt0028163	5.4	264
tt0028164	6.5	26
tt0028165	6.9	929
tt0028166	4.8	16
tt0028167	7.0	2069
tt0028168	6.5	12
tt0028169	5.7	23
tt0028170	5.1	110
tt0028171	6.5	18
tt0028172	6.6	85
tt0028173	5.1	31
tt0028174	3.4	1975
tt0028176	5.6	231
tt0028178	6.2	378
tt0028180	5.1	30
tt0028181	4.9	223
tt0028182	5.4	44
tt0028183	5.9	49
tt0028184	4.5	28
tt0028185	4.8	10
tt0028186	6.2	79
tt0028188	5.6	106
tt0028189	7.1	20
tt0028190	6.3	201
tt0028191	6.9	663
tt0028192	5.5	77
tt0028193	6.0	68
tt0028194	6.2	110
tt0028195	5.5	87
tt0028196	7.0	122
tt0028197	5.9	362
tt0028198	5.6	128
tt0028199	5.6	111
tt0028200	5.2	621
tt0028201	7.5	2688
tt0028203	6.5	2362
tt0028206	5.8	43
tt0028207	6.7	1457
tt0028208	6.3	49
tt0028210	4.4	22
tt0028211	5.7	62
tt0028212	7.0	19999
tt0028213	5.2	43
tt0028214	6.8	113
tt0028215	4.5	29
tt0028216	7.1	6440
tt0028217	6.5	309
tt0028218	5.3	99
tt0028219	5.8	2566
tt0028220	5.8	81
tt0028221	5.9	20
tt0028222	6.8	21
tt0028223	6.8	18
tt0028224	6.8	26
tt0028225	6.7	298
tt0028227	6.0	221
tt0028231	6.4	9470
tt0028232	5.2	43
tt0028233	6.0	145
tt0028234	7.1	19
tt0028235	6.8	7
tt0028236	7.8	9
tt0028237	6.7	150
tt0028238	5.7	42
tt0028240	6.7	445
tt0028241	4.5	313
tt0028243	5.7	281
tt0028244	6.6	18
tt0028245	5.9	174
tt0028246	5.8	86
tt0028247	6.8	44
tt0028248	4.4	45
tt0028249	7.4	3910
tt0028250	6.2	100
tt0028251	6.1	50
tt0028252	7.0	22
tt0028254	6.0	124
tt0028255	5.7	162
tt0028256	5.9	144
tt0028257	6.3	175
tt0028258	6.0	83
tt0028259	6.2	47
tt0028260	5.9	236
tt0028264	7.2	19
tt0028265	5.4	13
tt0028267	7.5	622
tt0028268	4.9	43
tt0028269	6.5	1001
tt0028270	6.3	328
tt0028271	6.1	17
tt0028272	6.0	520
tt0028273	6.2	58
tt0028274	6.2	110
tt0028275	6.3	1495
tt0028276	5.7	47
tt0028277	7.5	813
tt0028278	6.9	18
tt0028279	6.5	221
tt0028280	5.7	46
tt0028281	6.3	85
tt0028282	6.4	458
tt0028283	5.0	191
tt0028284	6.0	174
tt0028285	5.8	25
tt0028286	5.8	304
tt0028287	6.5	11
tt0028288	6.5	95
tt0028289	5.2	27
tt0028290	6.0	181
tt0028291	5.7	690
tt0028292	5.6	100
tt0028293	6.6	10
tt0028294	7.0	313
tt0028296	6.9	269
tt0028297	5.1	35
tt0028298	5.1	23
tt0028299	5.8	76
tt0028300	6.9	29
tt0028301	4.4	51
tt0028302	6.1	120
tt0028303	3.3	17
tt0028304	5.8	19
tt0028305	5.6	394
tt0028306	6.5	96
tt0028307	6.6	45
tt0028308	5.2	37
tt0028309	7.0	12
tt0028310	6.3	666
tt0028311	5.8	94
tt0028312	6.2	93
tt0028313	7.3	3413
tt0028314	5.4	14
tt0028315	7.1	1559
tt0028316	5.5	26
tt0028317	7.6	14
tt0028318	6.2	12
tt0028319	5.8	11
tt0028320	8.5	12
tt0028321	6.4	522
tt0028323	4.9	572
tt0028324	6.0	101
tt0028325	5.3	175
tt0028326	6.2	31
tt0028328	4.6	43
tt0028329	5.9	148
tt0028330	6.4	1809
tt0028331	5.8	1625
tt0028332	6.0	19
tt0028333	7.4	15256
tt0028334	6.1	288
tt0028335	7.5	34
tt0028336	5.1	15
tt0028338	5.9	13
tt0028339	5.8	65
tt0028341	5.2	22
tt0028342	6.1	76
tt0028343	5.3	65
tt0028345	6.5	3728
tt0028346	3.7	9719
tt0028347	6.5	287
tt0028348	6.3	73
tt0028352	6.6	892
tt0028353	6.2	322
tt0028354	5.7	388
tt0028355	7.1	3148
tt0028356	7.4	3302
tt0028357	6.7	127
tt0028358	6.6	9760
tt0028359	6.1	207
tt0028360	5.7	169
tt0028362	6.2	17
tt0028363	6.5	25
tt0028364	5.5	26
tt0028365	6.3	1288
tt0028366	6.6	31
tt0028367	7.3	1104
tt0028368	7.0	1882
tt0028369	5.7	26
tt0028370	6.2	23
tt0028371	6.6	578
tt0028372	6.4	171
tt0028373	6.6	1638
tt0028374	7.9	17
tt0028375	6.0	155
tt0028376	5.7	167
tt0028377	6.7	230
tt0028378	7.5	2989
tt0028380	6.1	149
tt0028381	6.6	76
tt0028382	5.8	35
tt0028383	6.1	261
tt0028384	7.3	33
tt0028386	6.8	20
tt0028387	7.0	25
tt0028388	6.4	182
tt0028389	6.9	423
tt0028390	6.6	1628
tt0028391	5.9	84
tt0028392	6.5	19
tt0028393	5.5	62
tt0028395	6.5	91
tt0028396	5.7	47
tt0028398	5.9	238
tt0028399	5.4	236
tt0028400	6.5	229
tt0028401	6.8	1472
tt0028402	5.5	136
tt0028403	5.7	186
tt0028404	5.6	50
tt0028405	5.8	379
tt0028406	5.3	66
tt0028407	5.4	115
tt0028409	5.8	28
tt0028412	5.3	46
tt0028413	6.7	298
tt0028416	6.4	567
tt0028417	5.9	56
tt0028419	6.8	38
tt0028420	6.6	785
tt0028421	6.3	13
tt0028422	6.5	48
tt0028423	5.6	73
tt0028425	5.6	47
tt0028426	6.1	744
tt0028428	5.9	113
tt0028429	7.0	155
tt0028430	5.8	43
tt0028431	5.9	78
tt0028432	6.2	103
tt0028433	6.3	317
tt0028435	7.2	10
tt0028436	6.9	1280
tt0028438	6.7	332
tt0028439	6.7	47
tt0028440	6.7	29
tt0028441	4.9	90
tt0028442	6.4	540
tt0028443	6.0	82
tt0028444	4.6	678
tt0028445	7.5	7514
tt0028446	6.2	112
tt0028447	6.6	602
tt0028448	5.0	33
tt0028451	5.6	41
tt0028452	6.2	39
tt0028454	6.3	183
tt0028455	6.3	251
tt0028456	6.1	41
tt0028457	6.2	92
tt0028458	7.4	26
tt0028461	4.7	61
tt0028464	5.9	349
tt0028466	6.0	114
tt0028467	6.5	279
tt0028468	6.0	54
tt0028469	6.8	345
tt0028471	6.7	284
tt0028472	6.1	21
tt0028473	6.8	146
tt0028478	6.6	3394
tt0028479	6.5	288
tt0028480	6.8	160
tt0028481	6.0	294
tt0028482	5.7	207
tt0028483	5.5	127
tt0028484	6.5	248
tt0028486	6.2	781
tt0028487	6.5	10
tt0028490	7.0	63
tt0028491	5.8	64
tt0028492	5.2	196
tt0028493	7.0	302
tt0028494	5.5	198
tt0028495	5.9	57
tt0028496	6.3	359
tt0028498	6.2	63
tt0028499	6.6	445
tt0028500	5.2	19
tt0028501	6.3	90
tt0028502	6.4	35
tt0028503	5.0	33
tt0028504	6.8	682
tt0028505	7.0	4108
tt0028506	5.6	59
tt0028507	5.4	40
tt0028508	5.0	60
tt0028509	6.6	454
tt0028510	6.0	1245
tt0028511	6.1	528
tt0028512	6.5	85
tt0028513	6.0	243
tt0028514	6.5	65
tt0028515	6.6	25
tt0028517	6.5	975
tt0028518	6.3	31
tt0028519	6.1	134
tt0028521	5.2	133
tt0028522	5.7	212
tt0028523	5.3	195
tt0028524	7.3	23
tt0028525	6.4	74
tt0028526	6.2	202
tt0028527	6.3	290
tt0028528	6.2	40
tt0028530	7.6	11
tt0028533	5.3	239
tt0028534	5.1	158
tt0028537	7.3	20
tt0028538	5.4	7
tt0028540	5.2	81
tt0028541	5.9	61
tt0028542	5.7	22
tt0028543	5.8	29
tt0028544	6.5	50
tt0028545	6.4	35
tt0028548	4.2	32
tt0028550	5.9	52
tt0028551	6.7	8
tt0028552	6.5	22
tt0028553	3.9	60
tt0028554	6.0	132
tt0028555	6.4	553
tt0028556	6.3	35
tt0028557	5.5	250
tt0028558	7.0	249
tt0028559	6.3	370
tt0028560	5.4	19
tt0028562	5.6	8
tt0028564	5.7	316
tt0028566	6.3	633
tt0028567	6.7	275
tt0028568	5.1	208
tt0028571	5.7	13
tt0028573	6.2	32
tt0028574	5.1	82
tt0028575	7.2	3568
tt0028576	6.4	43
tt0028578	5.6	148
tt0028579	6.1	764
tt0028580	6.3	12
tt0028582	4.5	188
tt0028583	6.3	103
tt0028584	5.9	61
tt0028585	6.4	42
tt0028587	6.0	402
tt0028588	6.1	37
tt0028589	4.5	491
tt0028592	4.6	100
tt0028593	6.5	71
tt0028594	4.4	7
tt0028596	5.0	136
tt0028597	7.7	22651
tt0028599	6.3	438
tt0028600	6.9	645
tt0028601	5.7	187
tt0028603	6.0	339
tt0028604	6.1	96
tt0028606	7.4	14
tt0028607	5.3	346
tt0028611	7.1	21
tt0028612	6.4	50
tt0028613	6.9	22
tt0028614	5.9	72
tt0028615	4.8	129
tt0028616	6.6	312
tt0028617	6.9	26
tt0028618	6.0	252
tt0028620	6.8	277
tt0028621	3.4	11
tt0028622	6.7	187
tt0028623	6.3	262
tt0028624	6.6	715
tt0028625	6.1	19
tt0028626	6.6	36
tt0028627	5.8	42
tt0028628	6.4	667
tt0028629	5.8	219
tt0028630	7.2	42
tt0028631	5.7	70
tt0028632	7.5	412
tt0028634	5.6	117
tt0028635	6.0	67
tt0028636	7.3	24
tt0028637	5.0	209
tt0028638	5.5	53
tt0028639	6.1	100
tt0028640	3.7	46
tt0028641	6.6	24
tt0028642	5.2	28
tt0028644	6.4	84
tt0028645	5.3	103
tt0028646	5.6	303
tt0028647	6.7	42
tt0028648	5.8	123
tt0028649	5.1	146
tt0028650	6.9	250
tt0028651	6.0	230
tt0028653	5.6	1096
tt0028654	6.0	22
tt0028655	6.2	39
tt0028656	5.4	63
tt0028657	6.0	65
tt0028659	6.4	1287
tt0028660	5.5	25
tt0028661	6.3	1325
tt0028662	5.7	322
tt0028663	6.3	168
tt0028664	7.0	11
tt0028665	6.7	1468
tt0028666	6.0	92
tt0028667	5.9	887
tt0028668	6.0	1142
tt0028669	5.8	541
tt0028670	5.8	809
tt0028671	5.8	171
tt0028674	6.1	105
tt0028675	7.2	9
tt0028676	6.6	770
tt0028677	5.8	203
tt0028678	5.1	68
tt0028679	5.8	385
tt0028680	6.7	47
tt0028681	6.5	13
tt0028683	7.3	9207
tt0028685	6.4	220
tt0028687	6.6	51
tt0028688	6.0	137
tt0028690	4.4	67
